model,variable,coef,se,pvalue
dynamic_fe,lgdp_lag1,0.9326506973780996,0.005822708867558105,0.0
dynamic_fe,ltrade_lag1,0.020695758192789935,0.004618461879671908,7.710721145803845e-06
dynamic_fe,linv,0.03854011444047023,0.00349215230083322,0.0
dynamic_fe,school,0.00015066327807053317,0.0001215704451778324,0.21533055506522514
dynamic_fe,popg,-0.005188468474952282,0.0008056060833954795,1.3872547555138226e-10
dynamic_fe,r2,0.9018215845662144,,
dynamic_fe,n_obs,3134.0,,
