country_code,gdp_mean,gdp_std,gdp_min,gdp_max,trade_mean,trade_std,trade_min,trade_max,inv_mean,inv_std,inv_min,inv_max,school_mean,school_std,school_min,school_max,popg_mean,popg_std,popg_min,popg_max
PYF,20143.26607846441,1033.5504751297067,18928.1858620128,21661.4244664054,56.86633328631039,5.233007332762439,45.8331834386023,69.5264023221442,21.468242153837462,2.656971069453073,18.1944154581742,27.4598586301122,,,,,0.5128540274632746,0.4727874024345312,-0.279503231980126,1.49587093988006
QAT,65780.47131906492,8029.57364334029,54316.5419511925,83533.4963791019,93.22605194398776,5.739934506120391,80.1441629727012,105.746343435217,36.01186841245419,7.378725641533113,20.1512854623643,49.4866575042678,99.01933822776746,4.4627389967040685,89.5694061041452,107.083429224986,6.380562281768045,6.621744768772543,-10.9274424335586,21.700342942038
ROU,8203.961263291281,2194.166645730188,4569.31124324524,12076.3033811896,71.94362304235398,13.811344125495896,48.5213253850786,93.9496509383447,25.41974307015841,2.9531769698874553,19.6695811091698,33.0936844355478,96.63404197692876,6.660027622483849,84.8812789916992,105.790283203125,-0.7186235064479973,0.43974118402935947,-1.83065499370162,-0.129440039806255
RUS,8496.090480638586,1510.8458281897338,5323.66650390625,10231.318359375,51.82802079882741,6.041435529729932,42.7663082313349,68.0939070373555,22.279804010622986,1.7689400652965597,18.6937601947688,25.5012197086864,102.25174306517671,8.895959621826968,95.3222122192383,126.574638366699,-0.08884898345770796,0.28193257251421816,-0.460024258081391,0.299667432459938
RWA,613.7956646078346,182.10930812792935,331.096659537835,935.89483254264,42.07539324096987,8.512182517927585,31.3172752974708,60.9591709408266,26.87248003022881,8.227208525532273,15.223529173052,42.5281950333956,140.34906134034156,12.540855387307184,118.315727233887,156.6142578125,2.2437099067380606,0.518012387455351,0.806991709703052,2.66683575241351
SAU,22639.891053442658,1599.2348494922437,20025.4319998275,26706.917926066,71.8067439549271,14.073260833359933,47.533159225048,96.1026308742185,24.99862166096567,4.0649197042926035,19.3169649955465,32.4339384933454,111.61047537039725,11.588441397028612,99.3784710993113,129.348001204547,3.183304040084078,2.5258796332770515,-2.5537682578428,5.41149124124804
SDN,1234.4411249575426,116.05918245032638,973.225280761719,1388.21813964844,24.098089641099488,9.634357057221044,2.69883443585856,36.7410978273835,16.752094270891735,6.872274826545235,2.17826429341476,24.8880308630392,64.90805113943,5.5642546463377025,54.9207382202148,72.3981094360352,2.604132697909854,0.3888061051704335,2.0304098222439,3.48828675547566
SEN,1194.8269162928516,121.93371579164929,1042.25509944289,1433.19918752288,58.05939227114004,6.8893575921253145,48.680089723263,79.3974220189679,26.825902491472576,6.132487041176017,20.0869466642817,44.9151866064373,81.17030766473154,5.368196017988977,68.4906311035156,86.5724487304688,2.5891009606302307,0.26663902451763394,2.32279384441662,3.16757470346908
SGP,49933.668140245216,10433.241535063264,33597.8690808226,68271.0897525302,361.18788721447464,36.65444270411928,301.338866227561,437.326714891057,25.751699597420632,3.7648448178704124,17.2245248736318,35.1740359977879,100.33474238446196,0.4538272221726597,99.5780376637324,100.773205741627,1.5366713624532153,1.9247791076341874,-4.17033630017526,5.32151708302623
SLB,1900.9420494755045,195.46294638929098,1504.84671895171,2136.72116177034,77.30834031850321,17.791191816819374,45.1100685673042,107.24751599476,14.49868794938721,4.6774904861236895,5.94570985166908,22.6955770076321,103.06496482789235,9.616495492268292,80.1520233154297,114.760983533349,2.590053606276674,0.7896900838112976,1.71153079844048,3.67971542315203
